SEQ_NAME	START	END	STRAND	NAME
chrIX	47292	47693	+	YIL156W-A
chrIX	47677	48071	+	YIL156W-B
chrIX	48100	51454	+	YIL156W
chrIX	51419	53741	-	YIL155C
chrIX	53910	55046	-	YIL154C
chrIX	55177	56434	+	YIL153W
chrIX	56532	57277	+	YIL152W
chrIX	57338	60694	-	YIL151C
chrIX	60960	62759	-	YIL150C
chrIX	63028	68067	-	YIL149C
chrIX	68693	69593	+	YIL148W
chrIX	69504	73669	-	YIL147C
chrIX	73969	76129	-	YIL146C
chrIX	76254	77292	-	YIL145C
chrIX	77994	80234	+	YIL144W
chrIX	80510	83041	-	YIL143C
chrIX	83208	83540	-	YIL142C-A
chrIX	83275	84921	+	YIL142W
chrIX	85053	85442	+	YIL141W
chrIX	85263	87961	+	YIL140W
chrIX	87872	88737	-	YIL139C
chrIX	88879	89725	-	YIL138C
chrIX	89866	92816	-	YIL137C
chrIX	93607	94899	+	YIL136W
chrIX	94910	96433	-	YIL135C
chrIX	96522	96725	-	YIL134C-A
chrIX	96863	97243	+	snR68
chrIX	97371	98397	+	YIL134W
chrIX	98440	99434	-	YIL133C
chrIX	99447	100512	-	YIL132C
chrIX	100631	102292	-	YIL131C
chrIX	102782	105676	+	YIL130W
chrIX	106107	113237	-	YIL129C
chrIX	113730	117035	+	YIL128W
chrIX	116937	117668	-	YIL127C
chrIX	117910	122205	+	YIL126W
chrIX	122414	125936	+	YIL125W
chrIX	126173	127197	+	YIL124W
chrIX	128095	129918	+	YIL123W
chrIX	130323	131821	+	YIL122W
chrIX	132240	134042	+	YIL121W
chrIX	134417	136108	+	YIL120W
chrIX	136347	138078	-	YIL119C
chrIX	139638	140602	+	YIL118W
chrIX	140495	141635	-	YIL117C
chrIX	142858	144112	+	YIL116W
chrIX	144268	144639	+	YIL115W-A
chrIX	144270	148889	-	YIL115C
chrIX	149073	150019	-	YIL114C
chrIX	150527	151294	+	YIL113W
chrIX	151551	154976	+	YIL112W
chrIX	155191	155799	+	YIL111W
chrIX	156014	157342	+	YIL110W
chrIX	157270	160252	-	YIL109C
chrIX	160863	163060	+	YIL108W
chrIX	163269	165929	-	YIL107C
chrIX	166399	167520	+	YIL106W
chrIX	167543	169782	-	YIL105C
chrIX	167664	167804	+	YIL105W-A
chrIX	169884	171539	-	YIL104C
chrIX	171701	173101	+	YIL103W
chrIX	173043	173647	-	YIL102C-A
chrIX	174582	174887	-	YIL102C
chrIX	175204	177287	-	YIL101C
chrIX	177343	177681	-	YIL100C-A
chrIX	177373	177726	+	YIL100W
chrIX	178004	179653	+	YIL099W
chrIX	179678	180260	-	YIL098C
chrIX	180418	182089	+	YIL097W
chrIX	182020	183154	-	YIL096C
chrIX	183768	186439	+	YIL095W
chrIX	186436	187655	-	YIL094C
chrIX	187853	188853	-	YIL093C
chrIX	189012	191064	+	YIL092W
chrIX	190976	193226	-	YIL091C
chrIX	193457	195397	+	YIL090W
chrIX	195513	196271	+	YIL089W
chrIX	197859	199426	-	YIL088C
chrIX	199554	200193	-	YIL087C
chrIX	200153	200461	-	YIL086C
chrIX	200435	202090	-	YIL085C
chrIX	202158	203301	-	YIL084C
chrIX	203460	204758	-	YIL083C
chrIX	205635	210132	+	YIL082W-A
chrIX	205635	206507	+	YIL082W
chrIX	205635	210357	+	YIL080W
chrIX	210799	212035	-	YIL079C
chrIX	212451	214776	+	YIL078W
chrIX	214858	215970	-	YIL077C
chrIX	216646	217653	+	YIL076W
chrIX	217759	220733	-	YIL075C
chrIX	221028	222524	-	YIL074C
chrIX	222937	225954	-	YIL073C
chrIX	226602	228419	+	YIL072W
chrIX	228550	229026	+	YIL071W-A
chrIX	228415	229987	-	YIL071C
chrIX	230166	231127	-	YIL070C
chrIX	231366	232414	-	YIL069C
chrIX	233013	233396	+	YIL068W-A
chrIX	232957	235533	-	YIL068C
chrIX	235641	237819	-	YIL067C
chrIX	237366	237809	+	YIL066W-A
chrIX	238099	240708	-	YIL066C
chrIX	241238	241814	-	YIL065C
chrIX	241966	242794	+	YIL064W
chrIX	242720	243789	-	YIL063C
chrIX	243851	244489	-	YIL062C
chrIX	244615	245578	-	YIL061C
chrIX	246392	246826	+	YIL060W
chrIX	246550	246915	-	YIL059C
chrIX	246914	247198	+	YIL058W
chrIX	247801	248467	-	YIL057C
chrIX	249877	251969	+	YIL056W
chrIX	252042	253925	-	YIL055C
chrIX	254543	254860	+	YIL054W
chrIX	255087	256002	+	YIL053W
chrIX	256178	257094	-	YIL052C
chrIX	257727	258309	-	YIL051C
chrIX	258799	259906	+	YIL050W
chrIX	260194	260988	+	YIL049W
chrIX	261437	264892	+	YIL048W
chrIX	264919	265498	-	YIL047C-A
chrIX	264919	267841	-	YIL047C
chrIX	268116	268541	+	YIL046W-A
chrIX	268592	270686	+	YIL046W
chrIX	271067	272921	+	YIL045W
chrIX	272779	273872	-	YIL044C
chrIX	273967	274946	-	YIL043C
chrIX	274998	276330	-	YIL042C
chrIX	276503	277590	+	YIL041W
chrIX	277714	278231	+	YIL040W
chrIX	278397	279946	+	YIL039W
chrIX	279966	282890	-	YIL038C
chrIX	283029	284999	-	YIL037C
chrIX	285516	287533	+	YIL036W
chrIX	287439	289008	-	YIL035C
chrIX	289154	290102	-	YIL034C
chrIX	290240	291777	-	YIL033C
chrIX	291961	292317	-	YIL032C
chrIX	292463	295895	+	YIL031W
chrIX	295391	295926	+	YIL030W-A
chrIX	295971	300066	-	YIL030C
chrIX	299735	300106	+	YIL029W-A
chrIX	300452	301362	-	YIL029C
chrIX	302100	302498	+	YIL028W
chrIX	303588	304147	-	YIL027C
chrIX	304334	307984	-	YIL026C
chrIX	308201	308575	-	YIL025C
chrIX	308491	309223	-	YIL024C
chrIX	309264	310441	-	YIL023C
chrIX	311056	312688	+	YIL022W
chrIX	312843	313996	+	YIL021W
chrIX	313199	313468	-	YIL021C-A
chrIX	313713	314051	-	YIL020C-A
chrIX	313937	314841	-	YIL020C
chrIX	315073	316306	+	YIL019W
chrIX	316744	318019	+	YIL018W
chrIX	318083	321035	-	YIL017C
chrIX	321429	321988	+	YIL016W
chrIX	322144	324181	+	YIL015W
chrIX	325001	325614	-	YIL014C-A
chrIX	325929	328098	+	YIL014W
chrIX	328207	332442	-	YIL013C
chrIX	333011	333352	+	YIL012W
chrIX	333695	334664	+	YIL011W
chrIX	334843	335708	+	YIL010W
chrIX	335625	336224	-	YIL009C-A
chrIX	339336	341663	+	YIL009W
chrIX	342490	342965	+	YIL008W
chrIX	342899	343700	-	YIL007C
chrIX	343856	345425	+	YIL006W
chrIX	345559	347982	+	YIL005W
chrIX	347773	348524	-	YIL004C
chrIX	349076	350112	+	YIL003W
chrIX	350273	350600	+	YIL002W-A
chrIX	350509	353583	-	YIL002C
chrIX	353866	355540	+	YIL001W
chrIX	355814	356960	-	YIR001C
chrIX	357298	360487	-	YIR002C
chrIX	360872	362994	+	YIR003W
chrIX	363210	364635	+	YIR004W
chrIX	364844	365411	+	YIR005W
chrIX	365466	369908	-	YIR006C
chrIX	370691	373106	+	YIR007W
chrIX	372992	374352	-	YIR008C
chrIX	374447	375310	+	YIR009W
chrIX	375363	377268	+	YIR010W
chrIX	377177	378262	-	YIR011C
chrIX	378461	379878	+	YIR012W
chrIX	380019	380384	-	YIR013C
chrIX	381062	381826	+	YIR014W
chrIX	381948	382382	+	YIR015W
chrIX	382598	383501	+	YIR016W
chrIX	383347	384113	-	YIR017C
chrIX	383566	384165	+	YIR017W-A
chrIX	384588	385805	+	YIR018W
chrIX	385564	385701	-	YIR018C-A
chrIX	389572	393675	-	YIR019C
chrIX	393884	397082	-	ICR1
chrIX	394255	394557	-	YIR020C
chrIX	394917	395159	+	YIR020W-A
chrIX	395999	396939	+	PWR1
chrIX	397215	397949	-	YIR020C-B
chrIX	397242	398445	+	YIR021W
chrIX	398514	398726	+	YIR021W-A
chrIX	398697	399341	+	YIR022W
chrIX	399759	402799	+	YIR023W
chrIX	402383	402706	-	YIR023C-A
chrIX	402772	403532	-	YIR024C
chrIX	403632	404892	+	YIR025W
chrIX	404777	406021	-	YIR026C
chrIX	406260	407642	-	YIR027C
chrIX	408468	410375	+	YIR028W
chrIX	410715	411882	+	YIR029W
chrIX	411982	412810	-	YIR030C
chrIX	412899	413282	+	YIR030W-A
chrIX	412950	414800	-	YIR031C
chrIX	414959	415679	-	YIR032C
chrIX	416079	419529	+	YIR033W
chrIX	419545	420771	-	YIR034C
chrIX	420956	421810	-	YIR035C
chrIX	422006	422891	-	YIR036C
chrIX	422635	423036	+	YIR036W-A
chrIX	423067	423766	+	YIR037W
chrIX	423687	424537	-	YIR038C
chrIX	430354	432114	-	YIR039C
chrIX	433389	433721	-	YIR040C
chrIX	433929	434303	+	YIR041W
chrIX	434836	435983	-	YIR042C
chrIX	436628	438130	-	YIR043C
chrIX	437994	438179	-	YIR044C
chrV	264	4097	-	YEL077C
chrV	630	1112	+	YEL077W-A
chrV	4185	5114	-	YEL076C-A
chrV	4464	5114	-	YEL076C
chrV	4870	5481	+	YEL075W-A
chrV	5345	5713	-	YEL075C
chrV	6126	6464	+	YEL074W
chrV	7129	7566	-	YEL073C
chrV	13590	14724	+	YEL072W
chrV	16319	17937	+	YEL071W
chrV	19526	21229	+	YEL070W
chrV	21537	23231	-	YEL069C
chrV	25494	26006	-	YEL068C
chrV	26189	26776	-	YEL067C
chrV	26681	27283	+	YEL066W
chrV	27626	29618	+	YEL065W
chrV	29469	31268	-	YEL064C
chrV	31403	33697	-	YEL063C
chrV	34394	36393	+	YEL062W
chrV	36277	39660	-	YEL061C
chrV	39805	42008	-	YEL060C
chrV	42347	42676	-	YEL059C-A
chrV	42652	42960	+	YEL059W
chrV	43236	44999	+	YEL058W
chrV	44914	45798	-	YEL057C
chrV	47117	48483	+	YEL056W
chrV	48399	51594	-	YEL055C
chrV	52025	52318	-	snR80
chrV	52479	53245	-	YEL054C
chrV	52908	53255	+	YEL053W-A
chrV	53818	56185	-	YEL053C
chrV	56536	58166	+	YEL052W
chrV	58331	59248	+	YEL051W
chrV	59549	59740	+	YEL050W-A
chrV	59499	60902	-	YEL050C
chrV	61098	61683	+	snR67
chrV	61699	61789	+	snR53
chrV	63710	64221	+	YEL049W
chrV	64709	65167	-	YEL048C
chrV	65385	66797	-	YEL047C
chrV	67506	68894	-	YEL046C
chrV	68840	69265	-	YEL045C
chrV	69751	70382	+	YEL044W
chrV	70441	73443	+	YEL043W
chrV	73569	75471	+	YEL042W
chrV	75837	77849	+	YEL041W
chrV	78032	79555	+	YEL040W
chrV	79549	80147	-	YEL039C
chrV	80443	81196	+	YEL038W
chrV	81258	82762	-	YEL037C
chrV	82966	84697	-	YEL036C
chrV	85045	85545	-	YEL035C
chrV	85440	86268	-	YEL034C-A
chrV	85623	86181	+	YEL034W
chrV	86179	86598	+	YEL033W
chrV	86905	90036	+	YEL032W
chrV	87040	87201	-	YEL032C-A
chrV	90227	94007	+	YEL031W
chrV	94583	94897	-	YEL030C-A
chrV	94644	96578	+	YEL030W
chrV	96494	97872	-	YEL029C
chrV	98716	99188	+	YEL028W
chrV	100706	101504	+	YEL027W
chrV	101853	102394	+	YEL026W
chrV	102581	106147	-	YEL025C
chrV	107159	108307	+	YEL024W
chrV	108504	110552	-	YEL023C
chrV	111340	115874	+	YEL022W
chrV	116134	117051	+	YEL021W
chrV	117183	117380	-	YEL020C-B
chrV	117160	117566	+	YEL020W-A
chrV	118617	120299	-	YEL020C
chrV	120498	121301	-	YEL019C
chrV	121455	121988	-	YEL018C-A
chrV	121467	122392	+	YEL018W
chrV	122331	122968	-	YEL017C-A
chrV	123605	124761	+	YEL017W
chrV	124645	126401	-	YEL016C
chrV	126596	128338	+	YEL015W
chrV	128303	128608	-	YEL014C
chrV	128576	131010	+	YEL013W
chrV	131677	132660	+	YEL012W
chrV	133089	135319	+	YEL011W
chrV	136279	136629	+	YEL010W
chrV	136371	136778	-	YEL009C-A
chrV	138823	139797	-	YEL009C
chrV	140555	141261	+	YEL008W
chrV	140310	140997	-	YEL008C-A
chrV	141892	143892	+	YEL007W
chrV	144270	145706	+	YEL006W
chrV	145811	146795	-	YEL005C
chrV	146927	148091	+	YEL004W
chrV	148191	148737	+	YEL003W
chrV	148633	150064	-	YEL002C
chrV	150199	151017	-	YEL001C
chrV	153471	155912	+	YER001W
chrV	156754	157592	+	YER002W
chrV	157654	159149	-	YER003C
chrV	159572	160536	+	YER004W
chrV	160509	162553	+	YER005W
chrV	162684	164345	+	YER006W
chrV	164344	164661	-	YER006C-A
chrV	164506	166227	+	YER007W
chrV	166148	166917	-	YER007C-A
chrV	167427	167586	-	snR14
chrV	167808	171818	-	YER008C
chrV	172081	172656	+	YER009W
chrV	172545	173359	-	YER010C
chrV	175194	176090	+	YER011W
chrV	177774	178560	+	YER012W
chrV	178841	182278	+	YER013W
chrV	182546	184307	+	YER014W
chrV	183731	184700	-	YER014C-A
chrV	184519	187028	+	YER015W
chrV	188257	189424	+	YER016W
chrV	189340	191869	-	YER017C
chrV	191885	192679	-	YER018C
chrV	192846	194311	+	YER019W
chrV	194218	194584	-	YER019C-A
chrV	195105	196688	+	YER020W
chrV	196917	198645	+	YER021W
chrV	198791	200974	+	YER022W
chrV	201051	202005	+	YER023W
chrV	201522	201734	-	YER023C-A
chrV	202160	205082	+	YER024W
chrV	205193	207092	+	YER025W
chrV	207515	208505	-	YER026C
chrV	208732	210304	-	YER027C
chrV	210636	211944	-	YER028C
chrV	212494	213243	-	YER029C
chrV	213424	214018	+	YER030W
chrV	213932	214781	-	YER031C
chrV	214979	217955	+	YER032W
chrV	218057	221287	-	YER033C
chrV	221833	222652	+	YER034W
chrV	222564	223215	+	YER035W
chrV	223263	225232	-	YER036C
chrV	225866	227074	+	YER037W
chrV	226363	228262	-	YER038C
chrV	228451	228831	+	YER038W-A
chrV	228360	229498	-	YER039C
chrV	228799	229507	-	YER039C-A
chrV	229713	232249	+	YER040W
chrV	232379	234908	+	YER041W
chrV	234906	235543	+	YER042W
chrV	235535	237143	-	YER043C
chrV	237445	238055	-	YER044C
chrV	238460	239774	-	YER044C-A
chrV	239918	241741	-	YER045C
chrV	243137	243665	+	YER046W
chrV	243700	244029	+	YER046W-A
chrV	243810	246503	-	YER047C
chrV	246861	248233	-	YER048C
chrV	250637	251336	+	YER048W-A
chrV	251646	253754	+	YER049W
chrV	253847	254444	-	YER050C
chrV	254640	256099	+	YER051W
chrV	256263	258040	-	YER052C
chrV	258594	259737	-	YER053C
chrV	260564	261096	-	YER053C-A
chrV	261870	264128	-	YER054C
chrV	264760	265811	-	YER055C
chrV	266391	268200	-	YER056C
chrV	269344	270203	-	YER056C-A
chrV	270644	271169	-	YER057C
chrV	271736	272199	+	YER058W
chrV	272442	273958	+	YER059W
chrV	274438	276283	+	YER060W
chrV	276572	278164	+	YER060W-A
chrV	278236	279621	-	YER061C
chrV	279755	280748	-	YER062C
chrV	281649	282512	+	YER063W
chrV	282467	284312	-	YER064C
chrV	285114	287182	-	YER065C
chrV	290214	290949	+	YER066W
chrV	291703	292203	-	YER066C-A
chrV	291990	292641	+	YER067W
chrV	292240	292563	-	YER067C-A
chrV	292983	294928	+	YER068W
chrV	295301	295732	-	YER068C-A
chrV	295361	298120	+	YER069W
chrV	298911	301822	+	YER070W
chrV	301703	302336	-	YER071C
chrV	302788	303341	+	YER072W
chrV	303952	305865	+	YER073W
chrV	306297	307301	+	YER074W
chrV	307642	308196	+	YER074W-A
chrV	308294	311361	-	YER075C
chrV	312439	313638	-	YER076C
chrV	313390	313737	+	YER076W-A
chrV	314469	316556	-	YER077C
chrV	316723	318550	-	YER078C
chrV	318646	318810	+	YER078W-A
chrV	318843	319681	+	YER079W
chrV	319902	320240	-	YER079C-A
chrV	319932	321945	+	YER080W
chrV	322213	322742	+	SRG1
chrV	322658	324278	+	YER081W
chrV	324180	325990	-	YER082C
chrV	326130	327049	-	YER083C
chrV	327065	327451	+	YER084W
chrV	327598	328110	+	YER084W-A
chrV	327483	328174	-	YER085C
chrV	328438	330346	+	YER086W
chrV	330538	332474	+	YER087W
chrV	331817	332368	-	YER087C-A
chrV	332374	332870	-	YER087C-B
chrV	333036	335277	-	YER088C
chrV	335696	336019	-	YER088C-A
chrV	335927	336073	+	YER088W-B
chrV	335873	337314	-	YER089C
chrV	337882	339576	+	YER090W
chrV	338322	338411	-	YER090C-A
chrV	339639	342237	-	YER091C
chrV	342390	342611	-	YER091C-A
chrV	342846	343487	+	YER092W
chrV	343262	347668	-	YER093C
chrV	347782	348421	-	YER093C-A
chrV	348575	349436	-	YER094C
chrV	350002	351417	+	YER095W
chrV	351591	353431	+	YER096W
chrV	355140	355469	+	YER097W
chrV	355284	357839	+	YER098W
chrV	358031	359080	-	YER099C
chrV	359527	360406	+	YER100W
chrV	360349	361828	-	YER101C
chrV	363093	363765	+	YER102W
chrV	364535	366645	+	YER103W
chrV	366784	367808	+	YER104W
chrV	367714	372032	-	YER105C
chrV	372326	373234	+	YER106W
chrV	373341	374732	-	YER107C
chrV	374394	374714	+	YER107W-A
chrV	374939	377805	-	YER109C
chrV	378610	382215	-	YER110C
chrV	382595	385876	-	YER111C
chrV	387131	387888	+	YER112W
chrV	387786	390185	-	YER113C
chrV	390389	394010	-	YER114C
chrV	394179	395084	-	YER115C
chrV	394982	396272	-	YER116C
chrV	396749	397716	+	YER117W
chrV	397773	399247	-	YER118C
chrV	399398	400868	-	YER119C
chrV	400867	401238	-	YER119C-A
chrV	401101	401971	+	YER120W
chrV	402354	402835	+	YER121W
chrV	402728	404433	-	YER122C
chrV	404625	406766	+	YER123W
chrV	407001	409103	-	YER124C
chrV	409698	413011	+	YER125W
chrV	413193	414206	-	YER126C
chrV	414460	415673	+	YER127W
chrV	415858	416597	+	YER128W
chrV	417281	420709	+	YER129W
chrV	420903	422513	-	YER130C
chrV	423536	424431	+	YER131W
chrV	424695	425136	+	snR4
chrV	425188	430449	-	YER132C
chrV	432426	434396	+	YER133W
chrV	437191	437532	+	YER133W-A
chrV	437122	437849	-	YER134C
chrV	437952	438344	-	YER135C
chrV	439541	441295	+	YER136W
chrV	441212	441839	-	YER137C
chrV	441575	441880	+	YER137W-A
chrV	443756	449024	-	YER138C
chrV	447702	449024	-	YER137C-A
chrV	449474	449578	+	YER138W-A
chrV	450364	451346	-	YER139C
chrV	451512	453461	+	YER140W
chrV	453429	455158	+	YER141W
chrV	455059	456064	-	YER142C
chrV	456284	457789	+	YER143W
chrV	457689	460232	-	YER144C
chrV	460426	461761	-	YER145C
chrV	462386	462823	-	YER145C-A
chrV	462539	462951	+	YER146W
chrV	462965	464908	-	YER147C
chrV	465203	465613	-	YER147C-A
chrV	465110	466214	+	YER148W
chrV	466185	466763	+	YER148W-A
chrV	466130	467521	-	YER149C
chrV	468335	468981	+	YER150W
chrV	469617	472498	-	YER151C
chrV	472605	474019	-	YER152C
chrV	473485	474051	+	YER152W-A
chrV	474041	474805	-	YER153C
chrV	475000	476293	+	YER154W
chrV	476345	482848	-	YER155C
chrV	483211	484357	-	YER156C
chrV	484772	487274	+	YER157W
chrV	488743	490759	-	YER158C
chrV	491489	491787	+	YER158W-A
chrV	491410	492141	-	YER159C
chrV	492856	498124	-	YER160C
chrV	496802	498124	-	YER159C-A
chrV	499076	500395	-	YER161C
chrV	500564	502929	-	YER162C
chrV	503041	503790	-	YER163C
chrV	505392	509798	+	YER164W
chrV	510231	512232	+	YER165W
chrV	512627	512983	-	YER165C-A
chrV	512744	517459	+	YER166W
chrV	517926	520781	+	YER167W
chrV	520934	522654	-	YER168C
chrV	523134	525965	+	YER169W
chrV	525919	526999	+	YER170W
chrV	526969	529518	+	YER171W
chrV	529530	536021	-	YER172C
chrV	536275	536655	-	YER172C-A
chrV	536300	538279	+	YER173W
chrV	538337	539282	-	YER174C
chrV	539298	540382	-	YER175C
chrV	540650	540814	+	YER175W-A
chrV	541638	545169	+	YER176W
chrV	545568	546444	+	YER177W
chrV	546789	548213	+	YER178W
chrV	548421	549517	+	YER179W
chrV	549667	550547	-	YER180C
chrV	550773	551170	-	YER180C-A
chrV	551473	551796	-	YER181C
chrV	552490	553357	+	YER182W
chrV	553242	553970	-	YER183C
chrV	556085	558754	-	YER184C
chrV	559454	560365	+	YER185W
chrV	561493	562818	-	YER186C
chrV	566230	566655	+	YER187W
chrV	567896	568989	+	YER188W
chrV	569608	569907	-	YER188C-A
chrV	571155	571523	+	YER189W
chrV	571480	576525	+	YER190W
chrV	574804	575379	-	YER190C-A
chrV	575680	576162	-	YER190C-B
chrVI	53	535	+	YFL068W
chrVI	836	1363	+	YFL067W
chrVI	1437	2615	-	YFL066C
chrVI	3030	3338	-	YFL065C
chrVI	3322	3846	-	YFL064C
chrVI	5066	5521	+	YFL063W
chrVI	6426	7565	+	YFL062W
chrVI	9545	10222	+	YFL061W
chrVI	10301	10969	-	YFL060C
chrVI	11363	12259	+	YFL059W
chrVI	12929	13951	+	YFL058W
chrVI	14192	14787	-	YFL057C
chrVI	14793	15431	-	YFL056C
chrVI	16682	19085	+	YFL055W
chrVI	20782	22852	-	YFL054C
chrVI	23423	25198	+	YFL053W
chrVI	28216	29966	+	YFL052W
chrVI	30058	30540	-	YFL051C
chrVI	33272	35848	-	YFL050C
chrVI	36772	38826	+	YFL049W
chrVI	38727	40202	-	YFL048C
chrVI	40413	42629	+	YFL047W
chrVI	42785	43592	+	YFL046W
chrVI	43470	44467	-	YFL045C
chrVI	44436	45579	-	YFL044C
chrVI	45630	47764	-	YFL042C
chrVI	48252	48986	+	YFL041W-A
chrVI	49117	51181	+	YFL041W
chrVI	51350	52972	+	YFL040W
chrVI	53158	54816	-	YFL039C
chrVI	55248	56010	-	YFL038C
chrVI	56265	57934	+	YFL037W
chrVI	57815	58521	-	RUF21
chrVI	58563	62937	+	YFL036W
chrVI	62843	64057	-	YFL034C-B
chrVI	64173	64974	-	YFL034C-A
chrVI	65307	68810	+	YFL034W
chrVI	69115	74427	-	YFL033C
chrVI	74872	75192	+	YFL032W
chrVI	75179	76147	+	YFL031W
chrVI	76014	76115	-	YFL031C-A
chrVI	76827	78076	+	YFL030W
chrVI	77974	79200	-	YFL029C
chrVI	79270	80235	-	YFL028C
chrVI	80345	81927	-	YFL027C
chrVI	82145	84073	+	YFL026W
chrVI	83989	87297	-	YFL025C
chrVI	87463	90648	-	YFL024C
chrVI	90979	93465	+	YFL023W
chrVI	93384	95052	-	YFL022C
chrVI	95761	96615	-	YFL021C-A
chrVI	96014	97505	+	YFL021W
chrVI	99116	99714	-	YFL020C
chrVI	100252	100605	-	YFL019C
chrVI	101568	103206	-	YFL018C
chrVI	103642	103998	+	YFL017W-A
chrVI	103907	104473	-	YFL017C
chrVI	104598	106317	-	YFL016C
chrVI	106415	106732	+	YFL015W-A
chrVI	106469	106963	-	YFL015C
chrVI	107197	107770	+	YFL014W
chrVI	107799	108602	+	YFL013W-A
chrVI	107790	109963	-	YFL013C
chrVI	109810	110184	+	YFL012W-A
chrVI	110586	111237	+	YFL012W
chrVI	112345	113985	+	YFL011W
chrVI	114990	115274	+	YFL010W-A
chrVI	114946	115772	-	YFL010C
chrVI	115953	118569	+	YFL009W
chrVI	119388	123209	+	YFL008W
chrVI	123479	129910	+	YFL007W
chrVI	130197	131198	+	YFL005W
chrVI	131068	131591	-	RUF20
chrVI	131720	134370	+	YFL004W
chrVI	134521	137157	-	YFL003C
chrVI	138204	143517	+	YFL002W-A
chrVI	138204	139520	+	YFL002W-B
chrVI	144986	146950	-	YFL002C
chrVI	147133	148491	+	YFL001W
chrVI	149088	149795	+	YFR001W
chrVI	150001	152628	+	YFR002W
chrVI	152476	153171	-	YFR003C
chrVI	153344	154403	+	YFR004W
chrVI	154323	155917	-	YFR005C
chrVI	156120	157841	+	YFR006W
chrVI	159279	160426	+	YFR007W
chrVI	160492	161547	+	YFR008W
chrVI	162412	164812	+	YFR009W
chrVI	163875	164132	+	YFR009W-A
chrVI	164985	166663	+	YFR010W
chrVI	166767	167059	+	YFR010W-A
chrVI	166585	167290	-	YFR011C
chrVI	167888	168496	+	YFR012W
chrVI	169224	169310	+	YFR012W-A
chrVI	169866	172412	+	YFR013W
chrVI	172315	173927	-	YFR014C
chrVI	174126	176480	-	YFR015C
chrVI	176998	180837	-	YFR016C
chrVI	182158	182939	-	YFR017C
chrVI	182969	184283	-	YFR018C
chrVI	184502	191338	+	YFR019W
chrVI	192280	193542	+	YFR020W
chrVI	194718	196421	+	YFR021W
chrVI	196543	199130	+	YFR022W
chrVI	199299	199813	-	RUF22
chrVI	199874	201709	+	YFR023W
chrVI	201761	203458	-	YFR024C-A
chrVI	203656	204774	-	YFR025C
chrVI	205679	206625	-	YFR026C
chrVI	207435	208430	+	YFR027W
chrVI	208337	210126	-	YFR028C
chrVI	210873	213045	+	YFR029W
chrVI	213193	216476	+	YFR030W
chrVI	216546	220184	-	YFR031C
chrVI	220348	221442	-	YFR031C-A
chrVI	221314	222064	+	RUF23
chrVI	222090	222959	-	YFR032C
chrVI	223162	223793	-	YFR032C-A
chrVI	223710	223973	-	YFR032C-B
chrVI	224185	224875	-	YFR033C
chrVI	224805	225993	-	YFR034C
chrVI	225576	226599	+	YFR034W-A
chrVI	226121	226465	-	YFR035C
chrVI	226941	227463	+	YFR036W
chrVI	227451	228101	+	YFR036W-A
chrVI	227500	229216	-	YFR037C
chrVI	229386	232029	+	YFR038W
chrVI	231945	233673	-	YFR039C
chrVI	233964	237227	+	YFR040W
chrVI	237245	238278	-	YFR041C
chrVI	238410	239152	+	YFR042W
chrVI	239059	239858	-	YFR043C
chrVI	239923	241455	-	YFR044C
chrVI	241982	243066	+	YFR045W
chrVI	243007	244160	-	YFR046C
chrVI	244205	245200	-	YFR047C
chrVI	246094	248162	+	YFR048W
chrVI	248361	249012	+	YFR049W
chrVI	248928	249919	-	YFR050C
chrVI	250090	251828	-	YFR051C
chrVI	252478	253364	+	YFR052W
chrVI	253423	253818	-	YFR052C-A
chrVI	253423	255160	-	YFR053C
chrVI	258855	259433	-	YFR054C
chrVI	263957	264325	-	YFR056C
chrVI	264088	265704	+	YFR055W
chrVI	269061	269516	+	YFR057W
chrVII	2778	3989	+	YGL263W
chrVII	5312	5839	+	YGL262W
chrVII	6290	6652	-	YGL261C
chrVII	6860	7090	+	YGL260W
chrVII	8470	8967	+	YGL259W
chrVII	9162	9395	+	YGL258W-A
chrVII	11110	11730	+	YGL258W
chrVII	12359	14266	-	YGL257C
chrVII	14661	16524	+	YGL256W
chrVII	20933	22204	+	YGL255W
chrVII	22282	23364	+	YGL254W
chrVII	23888	25581	+	YGL253W
chrVII	25627	27497	-	YGL252C
chrVII	27921	31636	-	YGL251C
chrVII	31906	32843	+	YGL250W
chrVII	33098	35212	+	YGL249W
chrVII	35524	36827	+	YGL248W
chrVII	36913	37623	+	YGL247W
chrVII	37469	38809	-	YGL246C
chrVII	39008	41209	+	YGL245W
chrVII	41423	43266	+	YGL244W
chrVII	43333	44602	+	YGL243W
chrVII	44503	45252	-	YGL242C
chrVII	45423	48607	+	YGL241W
chrVII	48625	49479	+	YGL240W
chrVII	49431	49745	-	YGL239C
chrVII	49549	52544	+	YGL238W
chrVII	52594	53612	-	YGL237C
chrVII	53717	55805	-	YGL236C
chrVII	55279	55815	+	YGL235W
chrVII	56464	58994	+	YGL234W
chrVII	59076	61919	+	YGL233W
chrVII	62066	63071	+	YGL232W
chrVII	62975	63631	-	YGL231C
chrVII	63662	64232	-	YGL230C
chrVII	64319	67188	-	YGL229C
chrVII	67552	69483	+	YGL228W
chrVII	69634	72736	+	YGL227W
chrVII	72602	73192	-	YGL226C-A
chrVII	73335	73792	+	YGL226W
chrVII	76853	78032	+	YGL225W
chrVII	77943	78959	-	YGL224C
